,Locality,Year,FIPS Code,Source,Type,Case Count Display,Rate,VDH Health District,VDH Health District Case Count Display,VDH Health District Case Rate,VDH Health Region,VDH Health Region Case Count Display,VDH Health Region Case Rate,Virginia Hospital & Healthcare Preparedness Region,Virginia Hospital & Healthcare Preparedness Region Case Count Display,Virginia Hospital & Healthcare Preparedness Region Case Rate,Virginia Department of Emergency Management Region,Virginia Department of Emergency Management Region Case Count Display,Virginia Department of Emergency Management Region Case Rate,Community Service Board,Community Service Board Case Count Display,Community Service Board Case Rate,Virginia State Police Division,Virginia State Police Division Case Count Display,Virginia State Police Division Case Rate,Virginia State,Virginia State Case Count Display,Virginia State Case Rate,X__2
2247,Southampton,2014,51175,ED,ED Opioid Overdose,0,0,Western Tidewater,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Western Tidewater Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,18089
2253,Southampton,2014,51175,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Western Tidewater,6,4,Eastern,86,4.7,Eastern,86,4.7,Tidewater,86,4.8,Western Tidewater Community Services Board,6,4,VSP Division 5,85,4.7,Virginia State,353,4.2,18089
2262,Southampton,2014,51175,OD Death,Fatal Prescription Opioid Overdose,NA,11.1,Western Tidewater,6,4,Eastern,105,5.7,Eastern,105,5.7,Tidewater,106,5.9,Western Tidewater Community Services Board,6,4,VSP Division 5,105,5.8,Virginia State,501,6,18089
2282,Spotsylvania,2014,51177,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,1.5,Rappahannock,12,3.4,Northwest,62,4.8,Northern,97,3.4,Culpeper,46,6.9,Rappahannock Area Community Services Board,12,3.4,VSP Division 2,49,5.9,Virginia State,353,4.2,130159
2284,Spotsylvania,2014,51177,ED,ED Opioid Overdose,0,0,Rappahannock,0,0,Northwest,0,0,Northern,0,0,Culpeper,0,0,Rappahannock Area Community Services Board,0,0,VSP Division 2,0,0,Virginia State,0,0,130159
2289,Spotsylvania,2014,51177,OD Death,Fatal Prescription Opioid Overdose,6,4.6,Rappahannock,14,4,Northwest,89,6.9,Northern,110,3.9,Culpeper,68,10.2,Rappahannock Area Community Services Board,14,4,VSP Division 2,75,9,Virginia State,501,6,130159
2293,Spotsylvania,2014,51177,ED,ED Heroin Overdose,0,0,Rappahannock,0,0,Northwest,0,0,Northern,0,0,Culpeper,0,0,Rappahannock Area Community Services Board,0,0,VSP Division 2,0,0,Virginia State,0,0,130159
2304,Stafford,2014,51179,ED,ED Heroin Overdose,0,0,Rappahannock,0,0,Northwest,0,0,Northern,0,0,Northern Virginia,0,0,Rappahannock Area Community Services Board,0,0,VSP Division 2,0,0,Virginia State,0,0,141159
2306,Stafford,2014,51179,ED,ED Opioid Overdose,0,0,Rappahannock,0,0,Northwest,0,0,Northern,0,0,Northern Virginia,0,0,Rappahannock Area Community Services Board,0,0,VSP Division 2,0,0,Virginia State,0,0,141159
2310,Stafford,2014,51179,OD Death,Fatal Fentanyl and/or Heroin Overdose,5,3.6,Rappahannock,12,3.4,Northwest,62,4.8,Northern,97,3.4,Northern Virginia,87,3.4,Rappahannock Area Community Services Board,12,3.4,VSP Division 2,49,5.9,Virginia State,353,4.2,141159
2314,Stafford,2014,51179,OD Death,Fatal Prescription Opioid Overdose,NA,2.1,Rappahannock,14,4,Northwest,89,6.9,Northern,110,3.9,Northern Virginia,93,3.6,Rappahannock Area Community Services Board,14,4,VSP Division 2,75,9,Virginia State,501,6,141159
2327,Surry,2014,51181,ED,ED Heroin Overdose,0,0,Crater,0,0,Central,0,0,Central,0,0,Tidewater,0,0,District 19 Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,6670
2340,Surry,2014,51181,ED,ED Opioid Overdose,0,0,Crater,0,0,Central,0,0,Central,0,0,Tidewater,0,0,District 19 Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,6670
2341,Surry,2014,51181,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Crater,0,0,Central,74,5.2,Central,74,5.2,Tidewater,86,4.8,District 19 Community Services Board,0,0,VSP Division 5,85,4.7,Virginia State,353,4.2,6670
2346,Surry,2014,51181,OD Death,Fatal Prescription Opioid Overdose,NA,14.7,Crater,NA,2.6,Central,54,3.8,Central,54,3.8,Tidewater,106,5.9,District 19 Community Services Board,NA,2.3,VSP Division 5,105,5.8,Virginia State,501,6,6670
2363,Sussex,2014,51183,ED,ED Opioid Overdose,0,0,Crater,0,0,Central,0,0,Central,0,0,Richmond,0,0,District 19 Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,11595
2365,Sussex,2014,51183,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Crater,0,0,Central,74,5.2,Central,74,5.2,Richmond,73,5.6,District 19 Community Services Board,0,0,VSP Division 5,85,4.7,Virginia State,353,4.2,11595
2367,Sussex,2014,51183,OD Death,Fatal Prescription Opioid Overdose,0,0,Crater,NA,2.6,Central,54,3.8,Central,54,3.8,Richmond,51,3.9,District 19 Community Services Board,NA,2.3,VSP Division 5,105,5.8,Virginia State,501,6,11595
2369,Sussex,2014,51183,ED,ED Heroin Overdose,0,0,Crater,0,0,Central,0,0,Central,0,0,Richmond,0,0,District 19 Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,11595
2385,Tazewell,2014,51185,OD Death,Fatal Prescription Opioid Overdose,15,34.5,Cumberland Plateau,35,31.9,Southwest,160,11.8,Far Southwest,69,19,Southwest,90,19.5,Cumberland Mountain Community Services,30,31.7,VSP Division 4,89,20.1,Virginia State,501,6,42689
2392,Tazewell,2014,51185,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Cumberland Plateau,NA,0.9,Southwest,47,3.5,Far Southwest,5,1.4,Southwest,8,1.7,Cumberland Mountain Community Services,NA,1.1,VSP Division 4,8,1.8,Virginia State,353,4.2,42689
2395,Tazewell,2014,51185,ED,ED Opioid Overdose,0,0,Cumberland Plateau,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Cumberland Mountain Community Services,0,0,VSP Division 4,0,0,Virginia State,0,0,42689
2396,Tazewell,2014,51185,ED,ED Heroin Overdose,0,0,Cumberland Plateau,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Cumberland Mountain Community Services,0,0,VSP Division 4,0,0,Virginia State,0,0,42689
2410,Warren,2014,51187,ED,ED Heroin Overdose,0,0,Lord Fairfax,0,0,Northwest,0,0,Northwest,0,0,Culpeper,0,0,Northwestern Community Services,0,0,VSP Division 2,0,0,Virginia State,0,0,38991
2413,Warren,2014,51187,ED,ED Opioid Overdose,0,0,Lord Fairfax,0,0,Northwest,0,0,Northwest,0,0,Culpeper,0,0,Northwestern Community Services,0,0,VSP Division 2,0,0,Virginia State,0,0,38991
2426,Warren,2014,51187,OD Death,Fatal Fentanyl and/or Heroin Overdose,5,12.8,Lord Fairfax,23,10,Northwest,62,4.8,Northwest,47,5.4,Culpeper,46,6.9,Northwestern Community Services,23,10,VSP Division 2,49,5.9,Virginia State,353,4.2,38991
2431,Warren,2014,51187,OD Death,Fatal Prescription Opioid Overdose,6,15.4,Lord Fairfax,35,15.2,Northwest,89,6.9,Northwest,69,7.9,Culpeper,68,10.2,Northwestern Community Services,35,15.2,VSP Division 2,75,9,Virginia State,501,6,38991
2450,Washington,2014,51191,OD Death,Fatal Prescription Opioid Overdose,7,12.8,Mount Rogers,29,15.2,Southwest,160,11.8,Far Southwest,69,19,Southwest,90,19.5,Highlands Community Services,10,13.9,VSP Division 4,89,20.1,Virginia State,501,6,54457
2452,Washington,2014,51191,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,3.7,Mount Rogers,6,3.1,Southwest,47,3.5,Far Southwest,5,1.4,Southwest,8,1.7,Highlands Community Services,NA,2.8,VSP Division 4,8,1.8,Virginia State,353,4.2,54457
2454,Washington,2014,51191,ED,ED Opioid Overdose,0,0,Mount Rogers,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Highlands Community Services,0,0,VSP Division 4,0,0,Virginia State,0,0,54457
2464,Washington,2014,51191,ED,ED Heroin Overdose,0,0,Mount Rogers,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Highlands Community Services,0,0,VSP Division 4,0,0,Virginia State,0,0,54457
2468,Westmoreland,2014,51193,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Three Rivers,NA,1.4,Eastern,86,4.7,Eastern,86,4.7,Tidewater,86,4.8,Middle Peninsula-Northern Neck Community Services Board,NA,1.4,VSP Division 1,78,5.6,Virginia State,353,4.2,17596
2469,Westmoreland,2014,51193,ED,ED Opioid Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,17596
2477,Westmoreland,2014,51193,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,7,5,Eastern,105,5.7,Eastern,105,5.7,Tidewater,106,5.9,Middle Peninsula-Northern Neck Community Services Board,7,5,VSP Division 1,56,4,Virginia State,501,6,17596
2480,Westmoreland,2014,51193,ED,ED Heroin Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,17596
2496,Wise,2014,51195,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Lenowisco,0,0,Southwest,47,3.5,Far Southwest,5,1.4,Southwest,8,1.7,Planning District One Behavioral Health Services,0,0,VSP Division 4,8,1.8,Virginia State,353,4.2,39539
2508,Wise,2014,51195,OD Death,Fatal Prescription Opioid Overdose,NA,10,Lenowisco,14,15.3,Southwest,160,11.8,Far Southwest,69,19,Southwest,90,19.5,Planning District One Behavioral Health Services,14,15.3,VSP Division 4,89,20.1,Virginia State,501,6,39539
2516,Wise,2014,51195,ED,ED Heroin Overdose,0,0,Lenowisco,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Planning District One Behavioral Health Services,0,0,VSP Division 4,0,0,Virginia State,0,0,39539
2519,Wise,2014,51195,ED,ED Opioid Overdose,0,0,Lenowisco,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Planning District One Behavioral Health Services,0,0,VSP Division 4,0,0,Virginia State,0,0,39539
2528,Wythe,2014,51197,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,3.4,Mount Rogers,6,3.1,Southwest,47,3.5,Far Southwest,5,1.4,Southwest,8,1.7,Mount Rogers Community Services Board,NA,3.4,VSP Division 4,8,1.8,Virginia State,353,4.2,29048
2534,Wythe,2014,51197,ED,ED Opioid Overdose,0,0,Mount Rogers,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Mount Rogers Community Services Board,0,0,VSP Division 4,0,0,Virginia State,0,0,29048
2536,Wythe,2014,51197,OD Death,Fatal Prescription Opioid Overdose,8,27.5,Mount Rogers,29,15.2,Southwest,160,11.8,Far Southwest,69,19,Southwest,90,19.5,Mount Rogers Community Services Board,19,16,VSP Division 4,89,20.1,Virginia State,501,6,29048
2538,Wythe,2014,51197,ED,ED Heroin Overdose,0,0,Mount Rogers,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Mount Rogers Community Services Board,0,0,VSP Division 4,0,0,Virginia State,0,0,29048
2561,York,2014,51199,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,1.5,Peninsula,16,4.6,Eastern,86,4.7,Eastern,86,4.7,Tidewater,86,4.8,Colonial Behavioral Health,6,3.6,VSP Division 5,85,4.7,Virginia State,353,4.2,67196
2562,York,2014,51199,ED,ED Opioid Overdose,0,0,Peninsula,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Colonial Behavioral Health,0,0,VSP Division 5,0,0,Virginia State,0,0,67196
2565,York,2014,51199,ED,ED Heroin Overdose,0,0,Peninsula,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Colonial Behavioral Health,0,0,VSP Division 5,0,0,Virginia State,0,0,67196
2573,York,2014,51199,OD Death,Fatal Prescription Opioid Overdose,5,7.5,Peninsula,17,4.9,Eastern,105,5.7,Eastern,105,5.7,Tidewater,106,5.9,Colonial Behavioral Health,9,5.4,VSP Division 5,105,5.8,Virginia State,501,6,67196
6,Accomack,2015,51001,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Eastern Shore,0,0,Eastern,155,8.4,Eastern,155,8.4,Tidewater,153,8.4,Eastern Shore Community Services Board,0,0,VSP Division 5,153,8.4,Virginia State,471,5.6,32840
11,Accomack,2015,51001,OD Death,Fatal Prescription Opioid Overdose,NA,3,Eastern Shore,NA,2.2,Eastern,106,5.7,Eastern,106,5.7,Tidewater,104,5.7,Eastern Shore Community Services Board,NA,2.2,VSP Division 5,103,5.6,Virginia State,398,4.7,32840
13,Accomack,2015,51001,ED,ED Opioid Overdose,17,51.6,Eastern Shore,34,75.3,Eastern,1610,86.8,Eastern,1610,86.8,Tidewater,1555,85.5,Eastern Shore Community Services Board,34,75.3,VSP Division 5,1551,85.1,Virginia State,7354,87.7,32840
19,Accomack,2015,51001,ED,ED Heroin Overdose,0,0,Eastern Shore,0,0,Eastern,266,14.3,Eastern,266,14.3,Tidewater,263,14.5,Eastern Shore Community Services Board,0,0,VSP Division 5,258,14.2,Virginia State,800,9.5,32840
32,Albemarle,2015,51003,OD Death,Fatal Prescription Opioid Overdose,NA,1.9,Thomas Jefferson,NA,1.6,Northwest,71,5.5,Northwest,50,5.7,Central Virginia,22,2.9,Region Ten Community Services Board,NA,1.6,VSP Division 3,17,2.6,Virginia State,398,4.7,105105
33,Albemarle,2015,51003,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,0.9,Thomas Jefferson,5,2,Northwest,89,6.8,Northwest,47,5.4,Central Virginia,12,1.6,Region Ten Community Services Board,5,2,VSP Division 3,13,2,Virginia State,471,5.6,105105
45,Albemarle,2015,51003,ED,ED Opioid Overdose,76,71.9,Thomas Jefferson,233,94.3,Northwest,1291,99.1,Northwest,817,93.1,Central Virginia,583,76,Region Ten Community Services Board,233,94.3,VSP Division 3,476,72.6,Virginia State,7354,87.7,105105
51,Albemarle,2015,51003,ED,ED Heroin Overdose,12,11.4,Thomas Jefferson,43,17.4,Northwest,171,13.1,Northwest,128,14.6,Central Virginia,39,5.1,Region Ten Community Services Board,43,17.4,VSP Division 3,39,6,Virginia State,800,9.5,105105
61,Alleghany,2015,51005,ED,ED Heroin Overdose,0,0,Alleghany,18,10,Southwest,56,4.1,Near Southwest,54,5.4,Roanoke Area,54,7.1,Alleghany Highlands Community Services Board,0,0,VSP Division 6,55,7.1,Virginia State,800,9.5,15489
69,Alleghany,2015,51005,ED,ED Opioid Overdose,29,185,Alleghany,196,109.1,Southwest,1459,107.6,Near Southwest,1033,103.8,Roanoke Area,773,102,Alleghany Highlands Community Services Board,29,135.9,VSP Division 6,799,103.1,Virginia State,7354,87.7,15489
71,Alleghany,2015,51005,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,6.4,Alleghany,8,4.5,Southwest,36,2.7,Near Southwest,31,3.1,Roanoke Area,32,4.2,Alleghany Highlands Community Services Board,NA,9.4,VSP Division 6,32,4.1,Virginia State,471,5.6,15489
72,Alleghany,2015,51005,OD Death,Fatal Prescription Opioid Overdose,NA,6.4,Alleghany,7,3.9,Southwest,99,7.3,Near Southwest,48,4.8,Roanoke Area,38,5,Alleghany Highlands Community Services Board,NA,4.7,VSP Division 6,38,4.9,Virginia State,398,4.7,15489
89,Amelia,2015,51007,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Piedmont,NA,1.9,Central,113,7.9,Central,113,7.9,Richmond,111,8.4,Crossroads Community Services Board,NA,1.9,VSP Division 1,113,8.1,Virginia State,471,5.6,12802
90,Amelia,2015,51007,OD Death,Fatal Prescription Opioid Overdose,0,0,Piedmont,NA,1,Central,44,3.1,Central,44,3.1,Richmond,43,3.3,Crossroads Community Services Board,NA,1,VSP Division 1,49,3.5,Virginia State,398,4.7,12802
103,Amelia,2015,51007,ED,ED Opioid Overdose,12,93,Piedmont,98,95.4,Central,1450,102,Central,1450,102,Richmond,1405,106.6,Crossroads Community Services Board,98,95.4,VSP Division 1,1504,107.2,Virginia State,7354,87.7,12802
108,Amelia,2015,51007,ED,ED Heroin Overdose,NA,7.8,Piedmont,NA,3.9,Central,180,12.7,Central,180,12.7,Richmond,180,13.7,Crossroads Community Services Board,NA,3.9,VSP Division 1,198,14.1,Virginia State,800,9.5,12802
117,Amherst,2015,51009,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Central Virginia,NA,1.2,Southwest,36,2.7,Near Southwest,31,3.1,Central Virginia,12,1.6,Horizon Behavioral Health,NA,1.2,VSP Division 3,13,2,Virginia State,471,5.6,31819
121,Amherst,2015,51009,ED,ED Opioid Overdose,22,68.9,Central Virginia,219,84.2,Southwest,1459,107.6,Near Southwest,1033,103.8,Central Virginia,583,76,Horizon Behavioral Health,219,84.2,VSP Division 3,476,72.6,Virginia State,7354,87.7,31819
122,Amherst,2015,51009,OD Death,Fatal Prescription Opioid Overdose,0,0,Central Virginia,10,3.8,Southwest,99,7.3,Near Southwest,48,4.8,Central Virginia,22,2.9,Horizon Behavioral Health,10,3.8,VSP Division 3,17,2.6,Virginia State,398,4.7,31819
140,Amherst,2015,51009,ED,ED Heroin Overdose,0,0,Central Virginia,NA,0.4,Southwest,56,4.1,Near Southwest,54,5.4,Central Virginia,39,5.1,Horizon Behavioral Health,NA,0.4,VSP Division 3,39,6,Virginia State,800,9.5,31819
141,Appomattox,2015,51011,ED,ED Opioid Overdose,21,136.2,Central Virginia,219,84.2,Southwest,1459,107.6,Near Southwest,1033,103.8,Central Virginia,583,76,Horizon Behavioral Health,219,84.2,VSP Division 3,476,72.6,Virginia State,7354,87.7,15462
151,Appomattox,2015,51011,ED,ED Heroin Overdose,0,0,Central Virginia,NA,0.4,Southwest,56,4.1,Near Southwest,54,5.4,Central Virginia,39,5.1,Horizon Behavioral Health,NA,0.4,VSP Division 3,39,6,Virginia State,800,9.5,15462
160,Appomattox,2015,51011,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Central Virginia,NA,1.2,Southwest,36,2.7,Near Southwest,31,3.1,Central Virginia,12,1.6,Horizon Behavioral Health,NA,1.2,VSP Division 3,13,2,Virginia State,471,5.6,15462
167,Appomattox,2015,51011,OD Death,Fatal Prescription Opioid Overdose,NA,6.5,Central Virginia,10,3.8,Southwest,99,7.3,Near Southwest,48,4.8,Central Virginia,22,2.9,Horizon Behavioral Health,10,3.8,VSP Division 3,17,2.6,Virginia State,398,4.7,15462
174,Arlington,2015,51013,ED,ED Opioid Overdose,106,46.3,Arlington,106,46.3,Northern,1544,63.1,Northern,2018,70.3,Northern Virginia,1690,65.3,Arlington County Community Services Board,106,46.3,VSP Division 7,1544,63.1,Virginia State,7354,87.7,229534
178,Arlington,2015,51013,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,1.7,Arlington,NA,1.7,Northern,73,3,Northern,115,4,Northern Virginia,87,3.4,Arlington County Community Services Board,NA,1.7,VSP Division 7,73,3,Virginia State,471,5.6,229534
182,Arlington,2015,51013,ED,ED Heroin Overdose,NA,1.7,Arlington,NA,1.7,Northern,127,5.2,Northern,170,5.9,Northern Virginia,140,5.4,Arlington County Community Services Board,NA,1.7,VSP Division 7,127,5.2,Virginia State,800,9.5,229534
190,Arlington,2015,51013,OD Death,Fatal Prescription Opioid Overdose,9,3.9,Arlington,9,3.9,Northern,72,2.9,Northern,93,3.2,Northern Virginia,75,2.9,Arlington County Community Services Board,9,3.9,VSP Division 7,72,2.9,Virginia State,398,4.7,229534
199,Augusta,2015,51015,ED,ED Opioid Overdose,NA,5.4,Central Shenandoah,164,55.7,Northwest,1291,99.1,Northwest,817,93.1,Central Virginia,583,76,Valley Community Services Board,10,8.2,VSP Division 3,476,72.6,Virginia State,7354,87.7,74390
211,Augusta,2015,51015,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,1.3,Central Shenandoah,6,2,Northwest,89,6.8,Northwest,47,5.4,Central Virginia,12,1.6,Valley Community Services Board,NA,3.3,VSP Division 3,13,2,Virginia State,471,5.6,74390
212,Augusta,2015,51015,OD Death,Fatal Prescription Opioid Overdose,NA,1.3,Central Shenandoah,11,3.7,Northwest,71,5.5,Northwest,50,5.7,Central Virginia,22,2.9,Valley Community Services Board,5,4.1,VSP Division 3,17,2.6,Virginia State,398,4.7,74390
220,Augusta,2015,51015,ED,ED Heroin Overdose,0,0,Central Shenandoah,7,2.4,Northwest,171,13.1,Northwest,128,14.6,Central Virginia,39,5.1,Valley Community Services Board,NA,0.8,VSP Division 3,39,6,Virginia State,800,9.5,74390
228,Bath,2015,51017,OD Death,Fatal Prescription Opioid Overdose,0,0,Central Shenandoah,11,3.7,Northwest,71,5.5,Northwest,50,5.7,Roanoke Area,38,5,Rockbridge Area Community Services,NA,2.5,VSP Division 6,38,4.9,Virginia State,398,4.7,4458
229,Bath,2015,51017,ED,ED Opioid Overdose,NA,67.1,Central Shenandoah,164,55.7,Northwest,1291,99.1,Northwest,817,93.1,Roanoke Area,773,102,Rockbridge Area Community Services,24,59,VSP Division 6,799,103.1,Virginia State,7354,87.7,4458
234,Bath,2015,51017,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Central Shenandoah,6,2,Northwest,89,6.8,Northwest,47,5.4,Roanoke Area,32,4.2,Rockbridge Area Community Services,NA,4.9,VSP Division 6,32,4.1,Virginia State,471,5.6,4458
245,Bath,2015,51017,ED,ED Heroin Overdose,0,0,Central Shenandoah,7,2.4,Northwest,171,13.1,Northwest,128,14.6,Roanoke Area,54,7.1,Rockbridge Area Community Services,NA,2.5,VSP Division 6,55,7.1,Virginia State,800,9.5,4458
257,Bedford,2015,51019,OD Death,Fatal Prescription Opioid Overdose,NA,5.1,Central Virginia,10,3.8,Southwest,99,7.3,Near Southwest,48,4.8,Roanoke Area,38,5,Horizon Behavioral Health,10,3.8,VSP Division 6,38,4.9,Virginia State,398,4.7,77319
259,Bedford,2015,51019,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,1.3,Central Virginia,NA,1.2,Southwest,36,2.7,Near Southwest,31,3.1,Roanoke Area,32,4.2,Horizon Behavioral Health,NA,1.2,VSP Division 6,32,4.1,Virginia State,471,5.6,77319
262,Bedford,2015,51019,ED,ED Opioid Overdose,51,65.6,Central Virginia,219,84.2,Southwest,1459,107.6,Near Southwest,1033,103.8,Roanoke Area,773,102,Horizon Behavioral Health,219,84.2,VSP Division 6,799,103.1,Virginia State,7354,87.7,77319
278,Bedford,2015,51019,ED,ED Heroin Overdose,NA,1.3,Central Virginia,NA,0.4,Southwest,56,4.1,Near Southwest,54,5.4,Roanoke Area,54,7.1,Horizon Behavioral Health,NA,0.4,VSP Division 6,55,7.1,Virginia State,800,9.5,77319
287,Bland,2015,51021,ED,ED Heroin Overdose,0,0,Mount Rogers,NA,0.5,Southwest,56,4.1,Far Southwest,NA,0.6,Southwest,NA,0.7,Mount Rogers Community Services Board,0,0,VSP Division 4,NA,0.5,Virginia State,800,9.5,6524
291,Bland,2015,51021,ED,ED Opioid Overdose,0,0,Mount Rogers,193,100.8,Southwest,1459,107.6,Far Southwest,426,118,Southwest,542,118,Mount Rogers Community Services Board,130,108.5,VSP Division 4,516,116.8,Virginia State,7354,87.7,6524
293,Bland,2015,51021,OD Death,Fatal Prescription Opioid Overdose,NA,15.2,Mount Rogers,18,9.4,Southwest,99,7.3,Far Southwest,51,14.1,Southwest,56,12.2,Mount Rogers Community Services Board,10,8.3,VSP Division 4,56,12.7,Virginia State,398,4.7,6524
301,Bland,2015,51021,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Mount Rogers,NA,1,Southwest,36,2.7,Far Southwest,5,1.4,Southwest,5,1.1,Mount Rogers Community Services Board,NA,0.8,VSP Division 4,5,1.1,Virginia State,471,5.6,6524
310,Botetourt,2015,51023,ED,ED Opioid Overdose,20,60,Alleghany,196,109.1,Southwest,1459,107.6,Near Southwest,1033,103.8,Roanoke Area,773,102,Blue Ridge Behavioral Healthcare,363,140.5,VSP Division 6,799,103.1,Virginia State,7354,87.7,33149
